year,state,cause name,death
2012,Alaska,Alzheimer's disease,102
2011,Alaska,Alzheimer's disease,72
2010,Alaska,Alzheimer's disease,85
2009,Alaska,Alzheimer's disease,67
2008,Alaska,Alzheimer's disease,80
2007,Alaska,Alzheimer's disease,65
2006,Alaska,Alzheimer's disease,73
2005,Alaska,Alzheimer's disease,61
2004,Alaska,Alzheimer's disease,48
2003,Alaska,Alzheimer's disease,56
2002,Alaska,Alzheimer's disease,61
2001,Alaska,Alzheimer's disease,44
2000,Alaska,Alzheimer's disease,47
1999,Alaska,Alzheimer's disease,24
2016,Arizona,Alzheimer's disease,3082
2015,Arizona,Alzheimer's disease,2943
2014,Arizona,Alzheimer's disease,2485
2013,Arizona,Alzheimer's disease,2383
2012,Arizona,Alzheimer's disease,2160
2011,Arizona,Alzheimer's disease,2348
2010,Arizona,Alzheimer's disease,2327
2009,Arizona,Alzheimer's disease,2097
2008,Arizona,Alzheimer's disease,2099
2007,Arizona,Alzheimer's disease,2051
2006,Arizona,Alzheimer's disease,2066
2005,Arizona,Alzheimer's disease,1831
2004,Arizona,Alzheimer's disease,1675
2003,Arizona,Alzheimer's disease,1703
2002,Arizona,Alzheimer's disease,1433
2001,Arizona,Alzheimer's disease,1108
2000,Arizona,Alzheimer's disease,1045
1999,Arizona,Alzheimer's disease,963
2016,Arkansas,Alzheimer's disease,1475
2015,Arkansas,Alzheimer's disease,1457
2014,Arkansas,Alzheimer's disease,1193
2013,Arkansas,Alzheimer's disease,918
2012,Arkansas,Alzheimer's disease,931
2011,Arkansas,Alzheimer's disease,1002
2010,Arkansas,Alzheimer's disease,955
2009,Arkansas,Alzheimer's disease,885
2008,Arkansas,Alzheimer's disease,893
2007,Arkansas,Alzheimer's disease,824
2006,Arkansas,Alzheimer's disease,783
2005,Arkansas,Alzheimer's disease,686
2004,Arkansas,Alzheimer's disease,622
2003,Arkansas,Alzheimer's disease,552
2002,Arkansas,Alzheimer's disease,551
2001,Arkansas,Alzheimer's disease,452
2000,Arkansas,Alzheimer's disease,430
1999,Arkansas,Alzheimer's disease,434
2016,California,Alzheimer's disease,15570
2015,California,Alzheimer's disease,15065
2014,California,Alzheimer's disease,12644
2013,California,Alzheimer's disease,11891
2012,California,Alzheimer's disease,11649
2011,California,Alzheimer's disease,11555
2010,California,Alzheimer's disease,10856
2009,California,Alzheimer's disease,9905
2008,California,Alzheimer's disease,10098
2007,California,Alzheimer's disease,8497
2006,California,Alzheimer's disease,8146
2005,California,Alzheimer's disease,7706
2004,California,Alzheimer's disease,6964
2003,California,Alzheimer's disease,6585
2002,California,Alzheimer's disease,5421
2001,California,Alzheimer's disease,4935
2000,California,Alzheimer's disease,4419
1999,California,Alzheimer's disease,4532
2016,Colorado,Alzheimer's disease,1835
2015,Colorado,Alzheimer's disease,1612
2014,Colorado,Alzheimer's disease,1364
2013,Colorado,Alzheimer's disease,1316
2012,Colorado,Alzheimer's disease,1322
2011,Colorado,Alzheimer's disease,1307
2010,Colorado,Alzheimer's disease,1334
2009,Colorado,Alzheimer's disease,1319
2008,Colorado,Alzheimer's disease,1353
2007,Colorado,Alzheimer's disease,1109
2006,Colorado,Alzheimer's disease,1058
2005,Colorado,Alzheimer's disease,1064
2004,Colorado,Alzheimer's disease,912
2003,Colorado,Alzheimer's disease,899
2002,Colorado,Alzheimer's disease,954
2001,Colorado,Alzheimer's disease,852
2000,Colorado,Alzheimer's disease,712
1999,Colorado,Alzheimer's disease,756
2016,Connecticut,Alzheimer's disease,1035
2015,Connecticut,Alzheimer's disease,966
2014,Connecticut,Alzheimer's disease,923
2013,Connecticut,Alzheimer's disease,824
2012,Connecticut,Alzheimer's disease,842
2011,Connecticut,Alzheimer's disease,813
2010,Connecticut,Alzheimer's disease,820
2009,Connecticut,Alzheimer's disease,778
2008,Connecticut,Alzheimer's disease,839
2007,Connecticut,Alzheimer's disease,764
2006,Connecticut,Alzheimer's disease,728
2005,Connecticut,Alzheimer's disease,777
2004,Connecticut,Alzheimer's disease,684
2003,Connecticut,Alzheimer's disease,612
2002,Connecticut,Alzheimer's disease,570
2001,Connecticut,Alzheimer's disease,573
2000,Connecticut,Alzheimer's disease,526
1999,Connecticut,Alzheimer's disease,449
2016,Delaware,Alzheimer's disease,329
2015,Delaware,Alzheimer's disease,264
2014,Delaware,Alzheimer's disease,188
2013,Delaware,Alzheimer's disease,192
2012,Delaware,Alzheimer's disease,213
2011,Delaware,Alzheimer's disease,203
2010,Delaware,Alzheimer's disease,215
2009,Delaware,Alzheimer's disease,163
2008,Delaware,Alzheimer's disease,204
2007,Delaware,Alzheimer's disease,201
2006,Delaware,Alzheimer's disease,189
2005,Delaware,Alzheimer's disease,180
2004,Delaware,Alzheimer's disease,155
2003,Delaware,Alzheimer's disease,147
2002,Delaware,Alzheimer's disease,128
2001,Delaware,Alzheimer's disease,135
2000,Delaware,Alzheimer's disease,110
1999,Delaware,Alzheimer's disease,107
2016,District of Columbia,Alzheimer's disease,120
2015,District of Columbia,Alzheimer's disease,129
2014,District of Columbia,Alzheimer's disease,119
2013,District of Columbia,Alzheimer's disease,130
2012,District of Columbia,Alzheimer's disease,129
2011,District of Columbia,Alzheimer's disease,120
2010,District of Columbia,Alzheimer's disease,114
2009,District of Columbia,Alzheimer's disease,94
2008,District of Columbia,Alzheimer's disease,132
2007,District of Columbia,Alzheimer's disease,140
2006,District of Columbia,Alzheimer's disease,117
2005,District of Columbia,Alzheimer's disease,112
2004,District of Columbia,Alzheimer's disease,119
2003,District of Columbia,Alzheimer's disease,95
2002,District of Columbia,Alzheimer's disease,107
2001,District of Columbia,Alzheimer's disease,99
2000,District of Columbia,Alzheimer's disease,75
1999,District of Columbia,Alzheimer's disease,53
2016,Florida,Alzheimer's disease,7155
2015,Florida,Alzheimer's disease,7031
2014,Florida,Alzheimer's disease,5874
2013,Florida,Alzheimer's disease,5093
2012,Florida,Alzheimer's disease,4422
2011,Florida,Alzheimer's disease,4507
2010,Florida,Alzheimer's disease,4831
2009,Florida,Alzheimer's disease,4617
2008,Florida,Alzheimer's disease,4743
2007,Florida,Alzheimer's disease,4644
2006,Florida,Alzheimer's disease,4689
2005,Florida,Alzheimer's disease,4608
2004,Florida,Alzheimer's disease,4307
2003,Florida,Alzheimer's disease,4316
2002,Florida,Alzheimer's disease,4052
2001,Florida,Alzheimer's disease,3643
2000,Florida,Alzheimer's disease,3265
1999,Florida,Alzheimer's disease,3059
2016,Georgia,Alzheimer's disease,4021
2015,Georgia,Alzheimer's disease,3714
2014,Georgia,Alzheimer's disease,2670
2013,Georgia,Alzheimer's disease,2048
2012,Georgia,Alzheimer's disease,2074
2011,Georgia,Alzheimer's disease,2218
2010,Georgia,Alzheimer's disease,2080
2009,Georgia,Alzheimer's disease,1865
2008,Georgia,Alzheimer's disease,1929
2007,Georgia,Alzheimer's disease,1849
2006,Georgia,Alzheimer's disease,1820
2005,Georgia,Alzheimer's disease,1745
2004,Georgia,Alzheimer's disease,1710
2003,Georgia,Alzheimer's disease,1630
2002,Georgia,Alzheimer's disease,1525
2001,Georgia,Alzheimer's disease,1419
2000,Georgia,Alzheimer's disease,1235
1999,Georgia,Alzheimer's disease,1080
2016,Hawaii,Alzheimer's disease,445
2015,Hawaii,Alzheimer's disease,422
2014,Hawaii,Alzheimer's disease,326
2013,Hawaii,Alzheimer's disease,260
2012,Hawaii,Alzheimer's disease,249
2011,Hawaii,Alzheimer's disease,197
2010,Hawaii,Alzheimer's disease,189
2009,Hawaii,Alzheimer's disease,253
2008,Hawaii,Alzheimer's disease,218
2007,Hawaii,Alzheimer's disease,247
2006,Hawaii,Alzheimer's disease,201
2005,Hawaii,Alzheimer's disease,192
2004,Hawaii,Alzheimer's disease,171
2003,Hawaii,Alzheimer's disease,161
2002,Hawaii,Alzheimer's disease,141
2001,Hawaii,Alzheimer's disease,122
2000,Hawaii,Alzheimer's disease,118
1999,Hawaii,Alzheimer's disease,109
2016,Idaho,Alzheimer's disease,607
2015,Idaho,Alzheimer's disease,552
2014,Idaho,Alzheimer's disease,376
2013,Idaho,Alzheimer's disease,347
2012,Idaho,Alzheimer's disease,354
2011,Idaho,Alzheimer's disease,409
2010,Idaho,Alzheimer's disease,410
2009,Idaho,Alzheimer's disease,369
2008,Idaho,Alzheimer's disease,393
2007,Idaho,Alzheimer's disease,416
2006,Idaho,Alzheimer's disease,400
2005,Idaho,Alzheimer's disease,407
2004,Idaho,Alzheimer's disease,343
2003,Idaho,Alzheimer's disease,355
2002,Idaho,Alzheimer's disease,318
2001,Idaho,Alzheimer's disease,294
2000,Idaho,Alzheimer's disease,262
1999,Idaho,Alzheimer's disease,243
2016,Illinois,Alzheimer's disease,3877
2015,Illinois,Alzheimer's disease,3686
2014,Illinois,Alzheimer's disease,3266
2013,Illinois,Alzheimer's disease,2919
2012,Illinois,Alzheimer's disease,2865
2011,Illinois,Alzheimer's disease,2910
2010,Illinois,Alzheimer's disease,2927
2009,Illinois,Alzheimer's disease,2891
2008,Illinois,Alzheimer's disease,3192
2007,Illinois,Alzheimer's disease,2734
2006,Illinois,Alzheimer's disease,2794
2005,Illinois,Alzheimer's disease,2827
2004,Illinois,Alzheimer's disease,2595
2003,Illinois,Alzheimer's disease,2626
2002,Illinois,Alzheimer's disease,2398
2001,Illinois,Alzheimer's disease,2163
2000,Illinois,Alzheimer's disease,2154
1999,Illinois,Alzheimer's disease,1908
2016,Indiana,Alzheimer's disease,2678
2015,Indiana,Alzheimer's disease,2513
2014,Indiana,Alzheimer's disease,2204
2013,Indiana,Alzheimer's disease,2104
2012,Indiana,Alzheimer's disease,2038
2011,Indiana,Alzheimer's disease,2058
2010,Indiana,Alzheimer's disease,1940
2009,Indiana,Alzheimer's disease,1884
2008,Indiana,Alzheimer's disease,1971
2007,Indiana,Alzheimer's disease,1663
2006,Indiana,Alzheimer's disease,1696
2005,Indiana,Alzheimer's disease,1651
2004,Indiana,Alzheimer's disease,1552
2003,Indiana,Alzheimer's disease,1515
2002,Indiana,Alzheimer's disease,1475
2001,Indiana,Alzheimer's disease,1231
2000,Indiana,Alzheimer's disease,1209
1999,Indiana,Alzheimer's disease,1106
2016,Iowa,Alzheimer's disease,1415
2015,Iowa,Alzheimer's disease,1339
2014,Iowa,Alzheimer's disease,1313
2013,Iowa,Alzheimer's disease,1252
2012,Iowa,Alzheimer's disease,1336
2011,Iowa,Alzheimer's disease,1406
2010,Iowa,Alzheimer's disease,1411
2009,Iowa,Alzheimer's disease,1265
2008,Iowa,Alzheimer's disease,1332
2007,Iowa,Alzheimer's disease,1202
2006,Iowa,Alzheimer's disease,1121
2005,Iowa,Alzheimer's disease,1082
2004,Iowa,Alzheimer's disease,968
2003,Iowa,Alzheimer's disease,887
2002,Iowa,Alzheimer's disease,899
2001,Iowa,Alzheimer's disease,863
2000,Iowa,Alzheimer's disease,769
1999,Iowa,Alzheimer's disease,706
2016,Kansas,Alzheimer's disease,855
2015,Kansas,Alzheimer's disease,865
2014,Kansas,Alzheimer's disease,790
2013,Kansas,Alzheimer's disease,742
2012,Kansas,Alzheimer's disease,789
2011,Kansas,Alzheimer's disease,795
2010,Kansas,Alzheimer's disease,825
2009,Kansas,Alzheimer's disease,802
2008,Kansas,Alzheimer's disease,961
2007,Kansas,Alzheimer's disease,860
2006,Kansas,Alzheimer's disease,830
2005,Kansas,Alzheimer's disease,912
2004,Kansas,Alzheimer's disease,769
2003,Kansas,Alzheimer's disease,781
2002,Kansas,Alzheimer's disease,755
2001,Kansas,Alzheimer's disease,642
2000,Kansas,Alzheimer's disease,630
1999,Kansas,Alzheimer's disease,511
2016,Kentucky,Alzheimer's disease,1728
2015,Kentucky,Alzheimer's disease,1694
2014,Kentucky,Alzheimer's disease,1523
2013,Kentucky,Alzheimer's disease,1462
2012,Kentucky,Alzheimer's disease,1506
2011,Kentucky,Alzheimer's disease,1459
2010,Kentucky,Alzheimer's disease,1464
2009,Kentucky,Alzheimer's disease,1345
2008,Kentucky,Alzheimer's disease,1370
2007,Kentucky,Alzheimer's disease,1198
2006,Kentucky,Alzheimer's disease,1153
2005,Kentucky,Alzheimer's disease,1147
2004,Kentucky,Alzheimer's disease,982
2003,Kentucky,Alzheimer's disease,1072
2002,Kentucky,Alzheimer's disease,1013
2001,Kentucky,Alzheimer's disease,966
2000,Kentucky,Alzheimer's disease,845
1999,Kentucky,Alzheimer's disease,728
2016,Louisiana,Alzheimer's disease,2195
2015,Louisiana,Alzheimer's disease,2018
2014,Louisiana,Alzheimer's disease,1670
2013,Louisiana,Alzheimer's disease,1505
2012,Louisiana,Alzheimer's disease,1399
2011,Louisiana,Alzheimer's disease,1406
2010,Louisiana,Alzheimer's disease,1295
2009,Louisiana,Alzheimer's disease,1336
2008,Louisiana,Alzheimer's disease,1361
2007,Louisiana,Alzheimer's disease,1324
2006,Louisiana,Alzheimer's disease,1282
2005,Louisiana,Alzheimer's disease,1405
2004,Louisiana,Alzheimer's disease,1267
2003,Louisiana,Alzheimer's disease,1184
2002,Louisiana,Alzheimer's disease,1111
2001,Louisiana,Alzheimer's disease,957
2000,Louisiana,Alzheimer's disease,811
1999,Louisiana,Alzheimer's disease,683
2016,Maine,Alzheimer's disease,577
2015,Maine,Alzheimer's disease,544
2014,Maine,Alzheimer's disease,434
2013,Maine,Alzheimer's disease,401
2012,Maine,Alzheimer's disease,432
2011,Maine,Alzheimer's disease,481
2010,Maine,Alzheimer's disease,502
2009,Maine,Alzheimer's disease,466
2008,Maine,Alzheimer's disease,450
2007,Maine,Alzheimer's disease,470
2006,Maine,Alzheimer's disease,477
2005,Maine,Alzheimer's disease,476
2004,Maine,Alzheimer's disease,512
2003,Maine,Alzheimer's disease,467
2002,Maine,Alzheimer's disease,513
2001,Maine,Alzheimer's disease,471
2000,Maine,Alzheimer's disease,466
1999,Maine,Alzheimer's disease,429
2016,Maryland,Alzheimer's disease,1178
2015,Maryland,Alzheimer's disease,1095
2014,Maryland,Alzheimer's disease,934
2013,Maryland,Alzheimer's disease,919
2012,Maryland,Alzheimer's disease,906
2011,Maryland,Alzheimer's disease,922
2010,Maryland,Alzheimer's disease,986
2009,Maryland,Alzheimer's disease,937
2008,Maryland,Alzheimer's disease,1016
2007,Maryland,Alzheimer's disease,881
2006,Maryland,Alzheimer's disease,915
2005,Maryland,Alzheimer's disease,958
2004,Maryland,Alzheimer's disease,905
2003,Maryland,Alzheimer's disease,865
2002,Maryland,Alzheimer's disease,866
2001,Maryland,Alzheimer's disease,948
2000,Maryland,Alzheimer's disease,811
1999,Maryland,Alzheimer's disease,681
2016,Massachusetts,Alzheimer's disease,1708
2015,Massachusetts,Alzheimer's disease,1815
2014,Massachusetts,Alzheimer's disease,1688
2013,Massachusetts,Alzheimer's disease,1699
2012,Massachusetts,Alzheimer's disease,1713
2011,Massachusetts,Alzheimer's disease,1819
2010,Massachusetts,Alzheimer's disease,1773
2009,Massachusetts,Alzheimer's disease,1700
2008,Massachusetts,Alzheimer's disease,1832
2007,Massachusetts,Alzheimer's disease,1695
2006,Massachusetts,Alzheimer's disease,1560
2005,Massachusetts,Alzheimer's disease,1638
2004,Massachusetts,Alzheimer's disease,1673
2003,Massachusetts,Alzheimer's disease,1609
2002,Massachusetts,Alzheimer's disease,1570
2001,Massachusetts,Alzheimer's disease,1533
2000,Massachusetts,Alzheimer's disease,1433
1999,Massachusetts,Alzheimer's disease,1182
2016,Michigan,Alzheimer's disease,4249
2015,Michigan,Alzheimer's disease,3771
2014,Michigan,Alzheimer's disease,3349
2013,Michigan,Alzheimer's disease,3220
2012,Michigan,Alzheimer's disease,3064
2011,Michigan,Alzheimer's disease,2876
2010,Michigan,Alzheimer's disease,2736
2009,Michigan,Alzheimer's disease,2578
2008,Michigan,Alzheimer's disease,2739
2007,Michigan,Alzheimer's disease,2432
2006,Michigan,Alzheimer's disease,2331
2005,Michigan,Alzheimer's disease,2359
2004,Michigan,Alzheimer's disease,2232
2003,Michigan,Alzheimer's disease,2133
2002,Michigan,Alzheimer's disease,1958
2001,Michigan,Alzheimer's disease,1803
2000,Michigan,Alzheimer's disease,1646
1999,Michigan,Alzheimer's disease,1431
2016,Minnesota,Alzheimer's disease,2219
2015,Minnesota,Alzheimer's disease,1789
2014,Minnesota,Alzheimer's disease,1628
2013,Minnesota,Alzheimer's disease,1427
2012,Minnesota,Alzheimer's disease,1445
2011,Minnesota,Alzheimer's disease,1451
2010,Minnesota,Alzheimer's disease,1451
2009,Minnesota,Alzheimer's disease,1358
2008,Minnesota,Alzheimer's disease,1344
2007,Minnesota,Alzheimer's disease,1179
2006,Minnesota,Alzheimer's disease,1299
2005,Minnesota,Alzheimer's disease,1320
2004,Minnesota,Alzheimer's disease,1231
2003,Minnesota,Alzheimer's disease,1243
2002,Minnesota,Alzheimer's disease,1192
2001,Minnesota,Alzheimer's disease,1173
2000,Minnesota,Alzheimer's disease,1154
1999,Minnesota,Alzheimer's disease,1083
2016,Mississippi,Alzheimer's disease,1485
2015,Mississippi,Alzheimer's disease,1402
2014,Mississippi,Alzheimer's disease,1098
2013,Mississippi,Alzheimer's disease,925
2012,Mississippi,Alzheimer's disease,923
2011,Mississippi,Alzheimer's disease,975
2010,Mississippi,Alzheimer's disease,927
2009,Mississippi,Alzheimer's disease,900
2008,Mississippi,Alzheimer's disease,916
2007,Mississippi,Alzheimer's disease,797
2006,Mississippi,Alzheimer's disease,744
2005,Mississippi,Alzheimer's disease,721
2004,Mississippi,Alzheimer's disease,630
2003,Mississippi,Alzheimer's disease,583
2002,Mississippi,Alzheimer's disease,574
2001,Mississippi,Alzheimer's disease,449
2000,Mississippi,Alzheimer's disease,443
